locus_tag	ftype	length_bp	gene	EC_number	COG	product
GJHCLFJP_01984	CDS	1269	icd	1.1.1.42		Isocitrate dehydrogenase [NADP]
GJHCLFJP_01985	gene	705	phoP			
GJHCLFJP_01985	CDS	705	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
GJHCLFJP_01986	gene	1665	sasA			
GJHCLFJP_01986	CDS	1665	sasA	2.7.-.-		Adaptive-response sensory-kinase SasA
GJHCLFJP_01987	gene	1488				
GJHCLFJP_01987	CDS	1488				hypothetical protein
GJHCLFJP_01988	gene	2631	polA			
GJHCLFJP_01988	CDS	2631	polA	2.7.7.7		DNA polymerase I
GJHCLFJP_01989	gene	873	mutM			
GJHCLFJP_01989	CDS	873	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
GJHCLFJP_01990	gene	624	coaE			
GJHCLFJP_01990	CDS	624	coaE	2.7.1.24		Dephospho-CoA kinase
GJHCLFJP_01991	gene	1026	gapA2			
GJHCLFJP_01991	CDS	1026	gapA2	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase 2
GJHCLFJP_01992	gene	471	nrdR			
GJHCLFJP_01992	CDS	471	nrdR		COG1327	Transcriptional repressor NrdR
GJHCLFJP_01993	gene	1401	dnaB			
GJHCLFJP_01993	CDS	1401	dnaB		COG3611	Replication initiation and membrane attachment protein
GJHCLFJP_01994	gene	921	dnaI			
GJHCLFJP_01994	CDS	921	dnaI		COG1484	Primosomal protein DnaI
GJHCLFJP_01995	gene	1938	thrS			
GJHCLFJP_01995	CDS	1938	thrS	6.1.1.3		Threonine--tRNA ligase
GJHCLFJP_01996	gene	1494	lysP_1			
GJHCLFJP_01996	CDS	1494	lysP_1		COG0833	Lysine-specific permease
GJHCLFJP_01997	gene	561	infC			
GJHCLFJP_01997	CDS	561	infC			Translation initiation factor IF-3
GJHCLFJP_01998	gene	201	rpmI			
GJHCLFJP_01998	CDS	201	rpmI			50S ribosomal protein L35
GJHCLFJP_01999	gene	357	rplT			
GJHCLFJP_01999	CDS	357	rplT			50S ribosomal protein L20
GJHCLFJP_02000	gene	609				
GJHCLFJP_02000	CDS	609				hypothetical protein
GJHCLFJP_02001	gene	930				
GJHCLFJP_02001	CDS	930				hypothetical protein
GJHCLFJP_02002	gene	1302	tig			
GJHCLFJP_02002	CDS	1302	tig	5.2.1.8		Trigger factor
GJHCLFJP_02003	gene	1263	clpX			
GJHCLFJP_02003	CDS	1263	clpX			ATP-dependent Clp protease ATP-binding subunit ClpX
GJHCLFJP_02004	gene	591	engB			
GJHCLFJP_02004	CDS	591	engB			putative GTP-binding protein EngB
GJHCLFJP_02005	gene	1347	hemA			
GJHCLFJP_02005	CDS	1347	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
GJHCLFJP_02006	gene	816				
GJHCLFJP_02006	CDS	816				hypothetical protein
GJHCLFJP_02007	gene	927	hemC			
GJHCLFJP_02007	CDS	927	hemC	2.5.1.61		Porphobilinogen deaminase
GJHCLFJP_02008	gene	669				
GJHCLFJP_02008	CDS	669				hypothetical protein
GJHCLFJP_02009	gene	975	hemB			
GJHCLFJP_02009	CDS	975	hemB	4.2.1.24		Delta-aminolevulinic acid dehydratase
GJHCLFJP_02010	gene	1287	hemL1			
GJHCLFJP_02010	CDS	1287	hemL1	5.4.3.8		Glutamate-1-semialdehyde 2,1-aminomutase 1
GJHCLFJP_02011	gene	156	sdrE			
GJHCLFJP_02011	CDS	156	sdrE			Serine-aspartate repeat-containing protein E
GJHCLFJP_02012	gene	1473	gtfA_2			
GJHCLFJP_02012	CDS	1473	gtfA_2	2.4.1.-		UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit
GJHCLFJP_02013	gene	1491	gtfA_3			
GJHCLFJP_02013	CDS	1491	gtfA_3	2.4.1.-		UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit
GJHCLFJP_02014	gene	879	folE2			
GJHCLFJP_02014	CDS	879	folE2	3.5.4.16		GTP cyclohydrolase FolE2
GJHCLFJP_02015	gene	666	bshB2			
GJHCLFJP_02015	CDS	666	bshB2	3.5.1.-	COG2120	putative N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 2
GJHCLFJP_02016	gene	363	yojF			
GJHCLFJP_02016	CDS	363	yojF			putative protein YojF
GJHCLFJP_02017	gene	759	nagB_1			
GJHCLFJP_02017	CDS	759	nagB_1	3.5.99.6		Glucosamine-6-phosphate deaminase
GJHCLFJP_02018	gene	633				
GJHCLFJP_02018	CDS	633		4.1.2.43		3-hexulose-6-phosphate synthase
GJHCLFJP_02019	gene	549	hxlB			
GJHCLFJP_02019	CDS	549	hxlB	5.3.1.27	COG0794	3-hexulose-6-phosphate isomerase
GJHCLFJP_02020	gene	648	gph			
GJHCLFJP_02020	CDS	648	gph	3.1.3.18	COG0546	Phosphoglycolate phosphatase
GJHCLFJP_02021	gene	1401	proP			
GJHCLFJP_02021	CDS	1401	proP			Proline/betaine transporter
GJHCLFJP_02022	gene	1377	menE_1			
GJHCLFJP_02022	CDS	1377	menE_1	6.2.1.26		2-succinylbenzoate--CoA ligase
GJHCLFJP_02023	gene	1140	yhfS			
GJHCLFJP_02023	CDS	1140	yhfS	2.3.1.-	COG0183	Putative acetyl-CoA C-acetyltransferase YhfS
GJHCLFJP_02024	gene	366				
GJHCLFJP_02024	CDS	366				hypothetical protein
GJHCLFJP_02025	gene	270				
GJHCLFJP_02025	CDS	270				hypothetical protein
GJHCLFJP_02026	gene	168				
GJHCLFJP_02026	CDS	168				hypothetical protein
GJHCLFJP_02027	gene	831	pdxK			
GJHCLFJP_02027	CDS	831	pdxK	2.7.1.35	COG0351	Pyridoxine kinase
GJHCLFJP_02028	gene	657	ung			
GJHCLFJP_02028	CDS	657	ung	3.2.2.27		Uracil-DNA glycosylase
GJHCLFJP_02029	gene	381				
GJHCLFJP_02029	CDS	381				hypothetical protein
GJHCLFJP_02030	gene	369				
GJHCLFJP_02030	CDS	369				hypothetical protein
GJHCLFJP_02031	gene	1485				
GJHCLFJP_02031	CDS	1485				hypothetical protein
GJHCLFJP_02032	gene	453				
GJHCLFJP_02032	CDS	453				hypothetical protein
GJHCLFJP_02033	gene	765				
GJHCLFJP_02033	CDS	765				hypothetical protein
GJHCLFJP_02034	gene	753				
GJHCLFJP_02034	CDS	753		1.11.1.-		Putative heme-dependent peroxidase
GJHCLFJP_02035	gene	987	pta			
GJHCLFJP_02035	CDS	987	pta	2.3.1.8		Phosphate acetyltransferase
GJHCLFJP_02036	gene	837	lipL			
GJHCLFJP_02036	CDS	837	lipL	2.3.1.204	COG0095	Octanoyl-[GcvH]:protein N-octanoyltransferase
GJHCLFJP_02037	gene	921	galK			
GJHCLFJP_02037	CDS	921	galK	2.7.1.6		Galactokinase
GJHCLFJP_02038	gene	984				
GJHCLFJP_02038	CDS	984				hypothetical protein
GJHCLFJP_02039	gene	1077				
GJHCLFJP_02039	CDS	1077		2.7.4.2		Phosphomevalonate kinase
GJHCLFJP_02040	gene	342				
GJHCLFJP_02040	CDS	342				hypothetical protein
GJHCLFJP_02041	gene	1323	rclA			
GJHCLFJP_02041	CDS	1323	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
GJHCLFJP_02042	gene	441				
GJHCLFJP_02042	CDS	441				hypothetical protein
GJHCLFJP_02043	gene	1410				
GJHCLFJP_02043	CDS	1410				hypothetical protein
GJHCLFJP_02044	gene	627				
GJHCLFJP_02044	CDS	627				hypothetical protein
GJHCLFJP_02045	gene	642				
GJHCLFJP_02045	CDS	642				hypothetical protein
GJHCLFJP_02046	gene	450				
GJHCLFJP_02046	CDS	450				hypothetical protein
GJHCLFJP_02047	gene	93				
GJHCLFJP_02047	tRNA	93				tRNA-Ser(tga)
GJHCLFJP_02048	gene	1464	gltB			
GJHCLFJP_02048	CDS	1464	gltB	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
GJHCLFJP_02049	gene	4500	gltA			
GJHCLFJP_02049	CDS	4500	gltA	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
GJHCLFJP_02050	gene	885	hdfR_2			
GJHCLFJP_02050	CDS	885	hdfR_2			HTH-type transcriptional regulator HdfR
GJHCLFJP_02051	gene	1113				
GJHCLFJP_02051	CDS	1113				hypothetical protein
GJHCLFJP_02052	gene	783				
GJHCLFJP_02052	CDS	783				hypothetical protein
GJHCLFJP_02053	gene	486				
GJHCLFJP_02053	CDS	486				hypothetical protein
GJHCLFJP_02054	gene	396				
GJHCLFJP_02054	CDS	396				hypothetical protein
GJHCLFJP_02055	gene	270				
GJHCLFJP_02055	CDS	270				hypothetical protein
GJHCLFJP_02056	gene	1005	sle1			
GJHCLFJP_02056	CDS	1005	sle1	3.5.1.28		N-acetylmuramoyl-L-alanine amidase sle1
GJHCLFJP_02057	gene	843	metQ_2			
GJHCLFJP_02057	CDS	843	metQ_2		COG1464	putative D-methionine-binding lipoprotein MetQ
GJHCLFJP_02058	gene	660	metP_2			
GJHCLFJP_02058	CDS	660	metP_2		COG2011	Methionine import system permease protein MetP
GJHCLFJP_02059	gene	1026	metN			
GJHCLFJP_02059	CDS	1026	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
GJHCLFJP_02060	gene	1143	mccB			
GJHCLFJP_02060	CDS	1143	mccB	4.4.1.1	COG0626	Cystathionine gamma-lyase
GJHCLFJP_02061	gene	915	mccA			
GJHCLFJP_02061	CDS	915	mccA	2.5.1.134	COG0031	O-acetylserine dependent cystathionine beta-synthase
GJHCLFJP_02062	gene	1338				
GJHCLFJP_02062	CDS	1338				hypothetical protein
GJHCLFJP_02063	gene	114				
GJHCLFJP_02063	CDS	114				hypothetical protein
GJHCLFJP_02064	gene	735	est_2			
GJHCLFJP_02064	CDS	735	est_2	3.1.1.1	COG1647	Carboxylesterase
GJHCLFJP_02065	gene	675				
GJHCLFJP_02065	CDS	675				hypothetical protein
GJHCLFJP_02066	gene	363				
GJHCLFJP_02066	CDS	363				hypothetical protein
GJHCLFJP_02067	gene	2706				
GJHCLFJP_02067	CDS	2706				hypothetical protein
GJHCLFJP_02068	gene	1485	ndhB			
GJHCLFJP_02068	CDS	1485	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
GJHCLFJP_02069	gene	1203	yciC_1			
GJHCLFJP_02069	CDS	1203	yciC_1		COG0523	Putative metal chaperone YciC
GJHCLFJP_02070	gene	195				
GJHCLFJP_02070	CDS	195				hypothetical protein
GJHCLFJP_02071	gene	315				
GJHCLFJP_02071	CDS	315				hypothetical protein
GJHCLFJP_02072	gene	324				
GJHCLFJP_02072	CDS	324				hypothetical protein
GJHCLFJP_02073	gene	1329				
GJHCLFJP_02073	CDS	1329				hypothetical protein
GJHCLFJP_02074	gene	816	lpl2_1			
GJHCLFJP_02074	CDS	816	lpl2_1			putative lipoprotein
GJHCLFJP_02075	gene	918				
GJHCLFJP_02075	CDS	918				hypothetical protein
GJHCLFJP_02076	gene	186				
GJHCLFJP_02076	CDS	186				hypothetical protein
GJHCLFJP_02077	gene	558				
GJHCLFJP_02077	CDS	558				hypothetical protein
GJHCLFJP_02078	gene	1455				
GJHCLFJP_02078	CDS	1455		3.5.1.28		putative autolysin PH
GJHCLFJP_02079	gene	303				
GJHCLFJP_02079	CDS	303				hypothetical protein
GJHCLFJP_02080	gene	300				
GJHCLFJP_02080	CDS	300				hypothetical protein
GJHCLFJP_02081	gene	165				
GJHCLFJP_02081	CDS	165				hypothetical protein
GJHCLFJP_02082	gene	390				
GJHCLFJP_02082	CDS	390				hypothetical protein
GJHCLFJP_02083	gene	1467				
GJHCLFJP_02083	CDS	1467				hypothetical protein
GJHCLFJP_02084	gene	1911				
GJHCLFJP_02084	CDS	1911				hypothetical protein
GJHCLFJP_02085	gene	291				
GJHCLFJP_02085	CDS	291				hypothetical protein
GJHCLFJP_02086	gene	1584				
GJHCLFJP_02086	CDS	1584				hypothetical protein
GJHCLFJP_02087	gene	825				
GJHCLFJP_02087	CDS	825				hypothetical protein
GJHCLFJP_02088	gene	6201	smc_2			
GJHCLFJP_02088	CDS	6201	smc_2			Chromosome partition protein Smc
GJHCLFJP_02089	gene	159				
GJHCLFJP_02089	CDS	159				hypothetical protein
GJHCLFJP_02090	gene	342				
GJHCLFJP_02090	CDS	342				hypothetical protein
GJHCLFJP_02091	gene	456				
GJHCLFJP_02091	CDS	456				hypothetical protein
GJHCLFJP_02092	gene	642				
GJHCLFJP_02092	CDS	642				hypothetical protein
GJHCLFJP_02093	gene	396				
GJHCLFJP_02093	CDS	396				hypothetical protein
GJHCLFJP_02094	gene	402				
GJHCLFJP_02094	CDS	402				hypothetical protein
GJHCLFJP_02095	gene	333				
GJHCLFJP_02095	CDS	333				hypothetical protein
GJHCLFJP_02096	gene	279				
GJHCLFJP_02096	CDS	279				hypothetical protein
GJHCLFJP_02097	gene	1164				
GJHCLFJP_02097	CDS	1164				hypothetical protein
GJHCLFJP_02098	gene	774	clpP_3			
GJHCLFJP_02098	CDS	774	clpP_3	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
GJHCLFJP_02099	gene	1239				
GJHCLFJP_02099	CDS	1239				hypothetical protein
GJHCLFJP_02100	gene	1692				
GJHCLFJP_02100	CDS	1692				hypothetical protein
GJHCLFJP_02101	gene	306				
GJHCLFJP_02101	CDS	306				hypothetical protein
GJHCLFJP_02102	gene	321				
GJHCLFJP_02102	CDS	321				hypothetical protein
GJHCLFJP_02103	gene	438				
GJHCLFJP_02103	CDS	438				hypothetical protein
GJHCLFJP_02104	gene	1359				
GJHCLFJP_02104	CDS	1359				hypothetical protein
GJHCLFJP_02105	gene	291				
GJHCLFJP_02105	CDS	291				hypothetical protein
GJHCLFJP_02106	gene	2448				
GJHCLFJP_02106	CDS	2448				hypothetical protein
GJHCLFJP_02107	gene	201				
GJHCLFJP_02107	CDS	201				hypothetical protein
GJHCLFJP_02108	gene	1062				
GJHCLFJP_02108	CDS	1062				hypothetical protein
GJHCLFJP_02109	gene	1458	mltF			
GJHCLFJP_02109	CDS	1458	mltF	4.2.2.-		Membrane-bound lytic murein transglycosylase F
GJHCLFJP_02110	gene	729	tcyC_2			
GJHCLFJP_02110	CDS	729	tcyC_2	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
GJHCLFJP_02111	gene	1128	queG			
GJHCLFJP_02111	CDS	1128	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
GJHCLFJP_02112	gene	471	trmL			
GJHCLFJP_02112	CDS	471	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
GJHCLFJP_02113	gene	600	nagB_2			
GJHCLFJP_02113	CDS	600	nagB_2	3.5.99.6		Glucosamine-6-phosphate deaminase
GJHCLFJP_02114	gene	153				
GJHCLFJP_02114	CDS	153				hypothetical protein
GJHCLFJP_02115	gene	396				
GJHCLFJP_02115	CDS	396				hypothetical protein
GJHCLFJP_02116	gene	1386	fumC			
GJHCLFJP_02116	CDS	1386	fumC	4.2.1.2		Fumarate hydratase class II
GJHCLFJP_02117	gene	822	rluD_2			
GJHCLFJP_02117	CDS	822	rluD_2	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
GJHCLFJP_02118	gene	1113				
GJHCLFJP_02118	CDS	1113				hypothetical protein
GJHCLFJP_02119	gene	624	liaR			
GJHCLFJP_02119	CDS	624	liaR		COG2197	Transcriptional regulatory protein LiaR
GJHCLFJP_02120	gene	465				
GJHCLFJP_02120	CDS	465				hypothetical protein
GJHCLFJP_02121	gene	1125				
GJHCLFJP_02121	CDS	1125				hypothetical protein
GJHCLFJP_02122	gene	345				
GJHCLFJP_02122	CDS	345				hypothetical protein
GJHCLFJP_02123	gene	1197	cpdA_2			
GJHCLFJP_02123	CDS	1197	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
GJHCLFJP_02124	gene	2937				
GJHCLFJP_02124	CDS	2937				hypothetical protein
GJHCLFJP_02125	gene	942	yhaM			
GJHCLFJP_02125	CDS	942	yhaM	3.1.-.-	COG3481	3'-5' exoribonuclease YhaM
GJHCLFJP_02126	gene	963	prsA			
GJHCLFJP_02126	CDS	963	prsA	5.2.1.8		Foldase protein PrsA
GJHCLFJP_02127	gene	558				
GJHCLFJP_02127	CDS	558				hypothetical protein
GJHCLFJP_02128	gene	366				
GJHCLFJP_02128	CDS	366				hypothetical protein
GJHCLFJP_02129	gene	423	hit			
GJHCLFJP_02129	CDS	423	hit		COG0537	Protein hit
GJHCLFJP_02130	gene	741	ecsA			
GJHCLFJP_02130	CDS	741	ecsA		COG1131	ABC-type transporter ATP-binding protein EcsA
GJHCLFJP_02131	gene	1224				
GJHCLFJP_02131	CDS	1224				hypothetical protein
GJHCLFJP_02132	gene	504	traP			
GJHCLFJP_02132	CDS	504	traP			Signal transduction protein TRAP
GJHCLFJP_02133	gene	1038	hemE			
GJHCLFJP_02133	CDS	1038	hemE	4.1.1.37		Uroporphyrinogen decarboxylase
GJHCLFJP_02134	gene	924	hemH			
GJHCLFJP_02134	CDS	924	hemH	4.99.1.1		Ferrochelatase
GJHCLFJP_02135	gene	1401	hemY			
GJHCLFJP_02135	CDS	1401	hemY	1.3.3.4	COG1232	Protoporphyrinogen oxidase
GJHCLFJP_02136	gene	555	ydeN			
GJHCLFJP_02136	CDS	555	ydeN	3.-.-.-	COG3545	Putative hydrolase YdeN
GJHCLFJP_02137	gene	1359	gntT			
GJHCLFJP_02137	CDS	1359	gntT		COG2610	High-affinity gluconate transporter
GJHCLFJP_02138	gene	1554	xylB			
GJHCLFJP_02138	CDS	1554	xylB	2.7.1.17	COG1070	Xylulose kinase
GJHCLFJP_02139	gene	681				
GJHCLFJP_02139	CDS	681				hypothetical protein
GJHCLFJP_02140	gene	765				
GJHCLFJP_02140	CDS	765				hypothetical protein
GJHCLFJP_02141	gene	693	ywaC			
GJHCLFJP_02141	CDS	693	ywaC	2.7.6.5	COG2357	GTP pyrophosphokinase YwaC
GJHCLFJP_02142	gene	417				
GJHCLFJP_02142	CDS	417				hypothetical protein
GJHCLFJP_02143	gene	1824				
GJHCLFJP_02143	CDS	1824				hypothetical protein
GJHCLFJP_02144	gene	1278	sauU			
GJHCLFJP_02144	CDS	1278	sauU			putative sulfoacetate transporter SauU
GJHCLFJP_02145	gene	612				
GJHCLFJP_02145	CDS	612				hypothetical protein
GJHCLFJP_02146	gene	1164	ydhC			
GJHCLFJP_02146	CDS	1164	ydhC			Inner membrane transport protein YdhC
GJHCLFJP_02147	gene	465	pchR			
GJHCLFJP_02147	CDS	465	pchR			HTH-type transcriptional regulator PchR
GJHCLFJP_02148	gene	696	bcrA_2			
GJHCLFJP_02148	CDS	696	bcrA_2			Bacitracin transport ATP-binding protein BcrA
GJHCLFJP_02149	gene	771				
GJHCLFJP_02149	CDS	771				hypothetical protein
GJHCLFJP_02150	gene	1965	fbp			
GJHCLFJP_02150	CDS	1965	fbp	3.1.3.11		Fructose-1,6-bisphosphatase class 3
GJHCLFJP_02151	gene	1080				
GJHCLFJP_02151	CDS	1080				hypothetical protein
GJHCLFJP_02152	gene	594	mhqD			
GJHCLFJP_02152	CDS	594	mhqD	3.1.-.-	COG0400	Putative hydrolase MhqD
GJHCLFJP_02153	gene	969	mhqA_2			
GJHCLFJP_02153	CDS	969	mhqA_2	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
GJHCLFJP_02154	gene	435	mhqR			
GJHCLFJP_02154	CDS	435	mhqR		COG1846	HTH-type transcriptional regulator MhqR
GJHCLFJP_02155	gene	285	yjdJ			
GJHCLFJP_02155	CDS	285	yjdJ		COG2388	putative protein YjdJ
GJHCLFJP_02156	gene	807	catE_2			
GJHCLFJP_02156	CDS	807	catE_2	1.13.11.2	COG2514	Catechol-2,3-dioxygenase
GJHCLFJP_02157	gene	600				
GJHCLFJP_02157	CDS	600		1.-.-.-		Putative NAD(P)H nitroreductase
GJHCLFJP_02158	gene	993	ldhD_2			
GJHCLFJP_02158	CDS	993	ldhD_2	1.1.1.28	COG1052	D-lactate dehydrogenase
GJHCLFJP_02159	gene	801	ybiV			
GJHCLFJP_02159	CDS	801	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
GJHCLFJP_02160	gene	636	yydI			
GJHCLFJP_02160	CDS	636	yydI			putative peptide export ATP-binding protein YydI
GJHCLFJP_02161	gene	723	yydJ			
GJHCLFJP_02161	CDS	723	yydJ			putative peptide export permease protein YydJ
GJHCLFJP_02162	gene	621	srtA			
GJHCLFJP_02162	CDS	621	srtA	3.4.22.70	COG3764	Sortase A
GJHCLFJP_02163	gene	492	pitA			
GJHCLFJP_02163	CDS	492	pitA	2.3.1.-	COG1247	L-methionine sulfoximine/L-methionine sulfone acetyltransferase
GJHCLFJP_02164	gene	786	yafV			
GJHCLFJP_02164	CDS	786	yafV	3.5.1.3		Omega-amidase YafV
GJHCLFJP_02165	gene	135				
GJHCLFJP_02165	CDS	135				hypothetical protein
GJHCLFJP_02166	gene	624	agrB			
GJHCLFJP_02166	CDS	624	agrB	3.4.-.-	COG4512	Accessory gene regulator protein B
GJHCLFJP_02167	gene	141				
GJHCLFJP_02167	CDS	141				hypothetical protein
GJHCLFJP_02168	gene	1293				
GJHCLFJP_02168	CDS	1293				hypothetical protein
GJHCLFJP_02169	gene	717	agrA			
GJHCLFJP_02169	CDS	717	agrA		COG3279	Accessory gene regulator protein A
GJHCLFJP_02170	gene	960	scrK			
GJHCLFJP_02170	CDS	960	scrK	2.7.1.4	COG0524	Fructokinase
GJHCLFJP_02171	gene	1485	scrB			
GJHCLFJP_02171	CDS	1485	scrB	3.2.1.26	COG1621	Sucrose-6-phosphate hydrolase
GJHCLFJP_02172	gene	951	treR_1			
GJHCLFJP_02172	CDS	951	treR_1		COG1609	HTH-type transcriptional regulator TreR
GJHCLFJP_02173	gene	1251	nrgA			
GJHCLFJP_02173	CDS	1251	nrgA			Ammonium transporter
GJHCLFJP_02174	gene	225	yeeD			
GJHCLFJP_02174	CDS	225	yeeD		COG0425	Putative sulfur carrier protein YeeD
GJHCLFJP_02175	gene	1080				
GJHCLFJP_02175	CDS	1080				hypothetical protein
GJHCLFJP_02176	gene	636	rex			
GJHCLFJP_02176	CDS	636	rex		COG2344	Redox-sensing transcriptional repressor Rex
GJHCLFJP_02177	gene	1929	yheS			
GJHCLFJP_02177	CDS	1929	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
GJHCLFJP_02178	gene	1611	mutS_2			
GJHCLFJP_02178	CDS	1611	mutS_2			DNA mismatch repair protein MutS
GJHCLFJP_02179	gene	1026	tsaD			
GJHCLFJP_02179	CDS	1026	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
GJHCLFJP_02180	gene	465	rimI			
GJHCLFJP_02180	CDS	465	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
GJHCLFJP_02181	gene	663	tsaB			
GJHCLFJP_02181	CDS	663	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
GJHCLFJP_02182	gene	495	tsaE			
GJHCLFJP_02182	CDS	495	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
GJHCLFJP_02183	gene	1689	ilvD			
GJHCLFJP_02183	CDS	1689	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
GJHCLFJP_02184	gene	1770	ilvB			
GJHCLFJP_02184	CDS	1770	ilvB	2.2.1.6	COG0028	Acetolactate synthase large subunit
GJHCLFJP_02185	gene	255				
GJHCLFJP_02185	CDS	255				hypothetical protein
GJHCLFJP_02186	gene	1005	ilvC			
GJHCLFJP_02186	CDS	1005	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
GJHCLFJP_02187	gene	1530	leuA_2			
GJHCLFJP_02187	CDS	1530	leuA_2	2.3.3.13		2-isopropylmalate synthase
GJHCLFJP_02188	gene	1047	leuB			
GJHCLFJP_02188	CDS	1047	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
GJHCLFJP_02189	gene	1371	leuC			
GJHCLFJP_02189	CDS	1371	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
GJHCLFJP_02190	gene	573	leuD			
GJHCLFJP_02190	CDS	573	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
GJHCLFJP_02191	gene	1269	ilvA			
GJHCLFJP_02191	CDS	1269	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
GJHCLFJP_02192	gene	843				
GJHCLFJP_02192	CDS	843				hypothetical protein
GJHCLFJP_02193	gene	603	desR			
GJHCLFJP_02193	CDS	603	desR		COG2197	Transcriptional regulatory protein DesR
GJHCLFJP_02194	gene	189				
GJHCLFJP_02194	CDS	189				hypothetical protein
GJHCLFJP_02195	gene	534	nucH			
GJHCLFJP_02195	CDS	534	nucH	3.1.31.1		Thermonuclease
GJHCLFJP_02196	gene	447				
GJHCLFJP_02196	CDS	447				hypothetical protein
GJHCLFJP_02197	gene	585				
GJHCLFJP_02197	CDS	585				hypothetical protein
GJHCLFJP_02198	gene	1383	yclM			
GJHCLFJP_02198	CDS	1383	yclM	2.7.2.4	COG0527	Aspartokinase 3
GJHCLFJP_02199	gene	1281				
GJHCLFJP_02199	CDS	1281				hypothetical protein
GJHCLFJP_02200	gene	1062	thrC			
GJHCLFJP_02200	CDS	1062	thrC	4.2.3.1	COG0498	Threonine synthase
GJHCLFJP_02201	gene	915	thrB			
GJHCLFJP_02201	CDS	915	thrB	2.7.1.39	COG0083	Homoserine kinase
GJHCLFJP_02202	gene	804				
GJHCLFJP_02202	CDS	804		3.1.3.-		Putative phosphatase
GJHCLFJP_02203	gene	315				
GJHCLFJP_02203	CDS	315				hypothetical protein
GJHCLFJP_02204	gene	1455	lysP_2			
GJHCLFJP_02204	CDS	1455	lysP_2		COG0833	Lysine-specific permease
GJHCLFJP_02205	gene	1518	katA			
GJHCLFJP_02205	CDS	1518	katA	1.11.1.6		Catalase
GJHCLFJP_02206	gene	150	rpmG2_2			
GJHCLFJP_02206	CDS	150	rpmG2_2			50S ribosomal protein L33 2
GJHCLFJP_02207	gene	270	rpsN2			
GJHCLFJP_02207	CDS	270	rpsN2		COG0199	Alternate 30S ribosomal protein S14
GJHCLFJP_02208	gene	978	guaC			
GJHCLFJP_02208	CDS	978	guaC	1.7.1.7		GMP reductase
GJHCLFJP_02209	gene	864				
GJHCLFJP_02209	CDS	864				hypothetical protein
GJHCLFJP_02210	gene	624	lexA_1			
GJHCLFJP_02210	CDS	624	lexA_1	3.4.21.88	COG1974	LexA repressor
GJHCLFJP_02211	gene	237				
GJHCLFJP_02211	CDS	237				hypothetical protein
GJHCLFJP_02212	gene	240				
GJHCLFJP_02212	CDS	240				hypothetical protein
GJHCLFJP_02213	gene	1989	tkt			
GJHCLFJP_02213	CDS	1989	tkt	2.2.1.1		Transketolase
GJHCLFJP_02214	gene	288				
GJHCLFJP_02214	CDS	288				hypothetical protein
GJHCLFJP_02215	gene	468				
GJHCLFJP_02215	CDS	468				hypothetical protein
GJHCLFJP_02216	gene	1122	sbcD			
GJHCLFJP_02216	CDS	1122	sbcD			Nuclease SbcCD subunit D
GJHCLFJP_02217	gene	3030	sbcC			
GJHCLFJP_02217	CDS	3030	sbcC			Nuclease SbcCD subunit C
GJHCLFJP_02218	gene	363	mscL			
GJHCLFJP_02218	CDS	363	mscL			Large-conductance mechanosensitive channel
GJHCLFJP_02219	gene	1647	opuD_2			
GJHCLFJP_02219	CDS	1647	opuD_2		COG1292	Glycine betaine transporter OpuD
GJHCLFJP_02220	gene	438				
