locus_tag	ftype	length_bp	gene	EC_number	COG	product
EHKPOLGJ_01876	gene	792	yycJ			
EHKPOLGJ_01876	CDS	792	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
EHKPOLGJ_01877	gene	2319				
EHKPOLGJ_01877	CDS	2319				hypothetical protein
EHKPOLGJ_01878	gene	480	rlmH			
EHKPOLGJ_01878	CDS	480	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
EHKPOLGJ_01879	gene	1257				
EHKPOLGJ_01879	CDS	1257				hypothetical protein
EHKPOLGJ_01880	gene	240				
EHKPOLGJ_01880	CDS	240				hypothetical protein
EHKPOLGJ_01881	gene	675				
EHKPOLGJ_01881	CDS	675				IS6 family transposase IS431mec
EHKPOLGJ_01882	gene	168				
EHKPOLGJ_01882	CDS	168				hypothetical protein
EHKPOLGJ_01883	gene	744	ugpQ			
EHKPOLGJ_01883	CDS	744	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
EHKPOLGJ_01884	gene	429				
EHKPOLGJ_01884	CDS	429				hypothetical protein
EHKPOLGJ_01885	gene	2007	mecA_1			
EHKPOLGJ_01885	CDS	2007	mecA_1			PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA
EHKPOLGJ_01886	gene	987	mecR1			
EHKPOLGJ_01886	CDS	987	mecR1			Methicillin resistance mecR1 protein
EHKPOLGJ_01887	gene	261				
EHKPOLGJ_01887	CDS	261				hypothetical protein
EHKPOLGJ_01888	gene	1524				
EHKPOLGJ_01888	CDS	1524				IS1182 family transposase ISSep1
EHKPOLGJ_01889	gene	507				
EHKPOLGJ_01889	CDS	507				hypothetical protein
EHKPOLGJ_01890	gene	312				
EHKPOLGJ_01890	CDS	312				hypothetical protein
EHKPOLGJ_01891	gene	93				
EHKPOLGJ_01891	CDS	93				hypothetical protein
EHKPOLGJ_01892	gene	351				
EHKPOLGJ_01892	CDS	351				hypothetical protein
EHKPOLGJ_01893	gene	1629				
EHKPOLGJ_01893	CDS	1629				hypothetical protein
EHKPOLGJ_01894	gene	1350				
EHKPOLGJ_01894	CDS	1350				hypothetical protein
EHKPOLGJ_01895	gene	1794				
EHKPOLGJ_01895	CDS	1794				hypothetical protein
EHKPOLGJ_01896	gene	297				
EHKPOLGJ_01896	CDS	297				hypothetical protein
EHKPOLGJ_01897	gene	1584				
EHKPOLGJ_01897	CDS	1584				hypothetical protein
EHKPOLGJ_01898	gene	933				
EHKPOLGJ_01898	CDS	933				hypothetical protein
EHKPOLGJ_01899	gene	378				
EHKPOLGJ_01899	CDS	378				hypothetical protein
EHKPOLGJ_01900	gene	498				
EHKPOLGJ_01900	CDS	498				hypothetical protein
EHKPOLGJ_01901	gene	1272				
EHKPOLGJ_01901	CDS	1272				hypothetical protein
EHKPOLGJ_01902	gene	477				
EHKPOLGJ_01902	CDS	477				hypothetical protein
EHKPOLGJ_01903	gene	1515	hsdM			
EHKPOLGJ_01903	CDS	1515	hsdM	2.1.1.72	COG0286	Type I restriction enzyme EcoKI M protein
EHKPOLGJ_01904	gene	1233				
EHKPOLGJ_01904	CDS	1233				hypothetical protein
EHKPOLGJ_01905	gene	3129				
EHKPOLGJ_01905	CDS	3129				hypothetical protein
EHKPOLGJ_01906	gene	708				
EHKPOLGJ_01906	CDS	708				hypothetical protein
EHKPOLGJ_01907	gene	468				
EHKPOLGJ_01907	CDS	468				hypothetical protein
EHKPOLGJ_01908	gene	558				
EHKPOLGJ_01908	CDS	558				hypothetical protein
EHKPOLGJ_01909	gene	1518	emrB			
EHKPOLGJ_01909	CDS	1518	emrB			Multidrug export protein EmrB
EHKPOLGJ_01910	gene	573				
EHKPOLGJ_01910	CDS	573				hypothetical protein
EHKPOLGJ_01911	gene	987	dus			
EHKPOLGJ_01911	CDS	987	dus	1.3.1.-		putative tRNA-dihydrouridine synthase
EHKPOLGJ_01912	gene	297				
EHKPOLGJ_01912	CDS	297				hypothetical protein
EHKPOLGJ_01913	gene	1221	entS			
EHKPOLGJ_01913	CDS	1221	entS			Enterobactin exporter EntS
EHKPOLGJ_01914	gene	552	ywqN_2			
EHKPOLGJ_01914	CDS	552	ywqN_2	1.-.-.-	COG0655	Putative NAD(P)H-dependent FMN-containing oxidoreductase YwqN
EHKPOLGJ_01915	gene	885	gltR			
EHKPOLGJ_01915	CDS	885	gltR		COG0583	HTH-type transcriptional regulator GltR
EHKPOLGJ_01916	gene	534				
EHKPOLGJ_01916	CDS	534				hypothetical protein
EHKPOLGJ_01917	gene	735	yofA			
EHKPOLGJ_01917	CDS	735	yofA		COG0583	HTH-type transcriptional regulator YofA
EHKPOLGJ_01918	gene	420				
EHKPOLGJ_01918	CDS	420				hypothetical protein
EHKPOLGJ_01919	gene	603				
EHKPOLGJ_01919	CDS	603				hypothetical protein
EHKPOLGJ_01920	gene	3153				
EHKPOLGJ_01920	CDS	3153				hypothetical protein
EHKPOLGJ_01921	gene	483				
EHKPOLGJ_01921	CDS	483				hypothetical protein
EHKPOLGJ_01922	gene	327				
EHKPOLGJ_01922	CDS	327				hypothetical protein
EHKPOLGJ_01923	gene	1167	sspP			
EHKPOLGJ_01923	CDS	1167	sspP	3.4.22.48		Staphopain A
EHKPOLGJ_01924	gene	1296	purB			
EHKPOLGJ_01924	CDS	1296	purB	4.3.2.2		Adenylosuccinate lyase
EHKPOLGJ_01925	gene	303				
EHKPOLGJ_01925	CDS	303				hypothetical protein
EHKPOLGJ_01926	gene	693	pcrB			
EHKPOLGJ_01926	CDS	693	pcrB	2.5.1.-	COG1646	Heptaprenylglyceryl phosphate synthase
EHKPOLGJ_01927	gene	2193	pcrA			
EHKPOLGJ_01927	CDS	2193	pcrA	3.6.4.12		ATP-dependent DNA helicase PcrA
EHKPOLGJ_01928	gene	2004	ligA			
EHKPOLGJ_01928	CDS	2004	ligA	6.5.1.2	COG0272	DNA ligase
EHKPOLGJ_01929	gene	1200				
EHKPOLGJ_01929	CDS	1200				hypothetical protein
EHKPOLGJ_01930	gene	1539	putP			
EHKPOLGJ_01930	CDS	1539	putP			Sodium/proline symporter
EHKPOLGJ_01931	gene	303	gatC_2			
EHKPOLGJ_01931	CDS	303	gatC_2	6.3.5.-		Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C
EHKPOLGJ_01932	gene	1458	gatA_2			
EHKPOLGJ_01932	CDS	1458	gatA_2	6.3.5.7		Glutamyl-tRNA(Gln) amidotransferase subunit A
EHKPOLGJ_01933	gene	1428	gatB_2			
EHKPOLGJ_01933	CDS	1428	gatB_2	6.3.5.-		Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
EHKPOLGJ_01934	gene	948	dagK			
EHKPOLGJ_01934	CDS	948	dagK	2.7.1.107		Diacylglycerol kinase
EHKPOLGJ_01935	gene	1362	rlmCD			
EHKPOLGJ_01935	CDS	1362	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
EHKPOLGJ_01936	gene	531				
EHKPOLGJ_01936	CDS	531				hypothetical protein
EHKPOLGJ_01937	gene	1071	dinB			
EHKPOLGJ_01937	CDS	1071	dinB	2.7.7.7	COG0389	DNA polymerase IV
EHKPOLGJ_01938	gene	555				
EHKPOLGJ_01938	CDS	555		3.1.-.-	COG0322	Putative bifunctional exonuclease/endonuclease protein
EHKPOLGJ_01939	gene	501	ftnA			
EHKPOLGJ_01939	CDS	501	ftnA	1.16.3.2		Bacterial non-heme ferritin
EHKPOLGJ_01940	gene	1314	murT			
EHKPOLGJ_01940	CDS	1314	murT	6.3.5.13		Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
EHKPOLGJ_01941	gene	732	gatD_2			
EHKPOLGJ_01941	CDS	732	gatD_2	6.3.5.13		Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
EHKPOLGJ_01942	gene	414				
EHKPOLGJ_01942	CDS	414				hypothetical protein
EHKPOLGJ_01943	gene	987				
EHKPOLGJ_01943	CDS	987				hypothetical protein
EHKPOLGJ_01944	gene	759	map_3			
EHKPOLGJ_01944	CDS	759	map_3	3.4.11.18		Methionine aminopeptidase
EHKPOLGJ_01945	gene	387				
EHKPOLGJ_01945	CDS	387				hypothetical protein
EHKPOLGJ_01946	gene	702				
EHKPOLGJ_01946	CDS	702				hypothetical protein
EHKPOLGJ_01947	gene	1044	vraS			
EHKPOLGJ_01947	CDS	1044	vraS	2.7.13.3		Sensor protein VraS
EHKPOLGJ_01948	gene	630	vraR			
EHKPOLGJ_01948	CDS	630	vraR			Response regulator protein VraR
EHKPOLGJ_01949	gene	1218				
EHKPOLGJ_01949	CDS	1218				hypothetical protein
EHKPOLGJ_01950	gene	276				
EHKPOLGJ_01950	CDS	276				hypothetical protein
EHKPOLGJ_01951	gene	465	ptpA			
EHKPOLGJ_01951	CDS	465	ptpA	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase PtpA
EHKPOLGJ_01952	gene	207				
EHKPOLGJ_01952	CDS	207				hypothetical protein
EHKPOLGJ_01953	gene	1248	pepS			
EHKPOLGJ_01953	CDS	1248	pepS	3.4.11.-	COG2309	Aminopeptidase PepS
EHKPOLGJ_01954	gene	531				
EHKPOLGJ_01954	CDS	531				hypothetical protein
EHKPOLGJ_01955	gene	1152				
EHKPOLGJ_01955	CDS	1152				hypothetical protein
EHKPOLGJ_01956	gene	162				
EHKPOLGJ_01956	CDS	162				hypothetical protein
EHKPOLGJ_01957	gene	516				
EHKPOLGJ_01957	CDS	516			COG0693	putative protein
EHKPOLGJ_01958	gene	810	mgt			
EHKPOLGJ_01958	CDS	810	mgt	2.4.1.129		Monofunctional glycosyltransferase
EHKPOLGJ_01959	gene	819	recX			
EHKPOLGJ_01959	CDS	819	recX			Regulatory protein RecX
EHKPOLGJ_01960	gene	315	yfhH			
EHKPOLGJ_01960	CDS	315	yfhH			putative protein YfhH
EHKPOLGJ_01961	gene	1518	tagH_2			
EHKPOLGJ_01961	CDS	1518	tagH_2	7.5.2.4	COG1134	Teichoic acids export ATP-binding protein TagH
EHKPOLGJ_01962	gene	837				
EHKPOLGJ_01962	CDS	837				hypothetical protein
EHKPOLGJ_01963	gene	978	yfhP			
EHKPOLGJ_01963	CDS	978	yfhP		COG1988	putative protein YfhP
EHKPOLGJ_01964	gene	1038	mutY			
EHKPOLGJ_01964	CDS	1038	mutY	3.2.2.31		Adenine DNA glycosylase
EHKPOLGJ_01965	gene	543				
EHKPOLGJ_01965	CDS	543				hypothetical protein
EHKPOLGJ_01966	gene	1737				
EHKPOLGJ_01966	CDS	1737		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
EHKPOLGJ_01967	gene	1146				
EHKPOLGJ_01967	CDS	1146				hypothetical protein
EHKPOLGJ_01968	gene	1290	hemL2			
EHKPOLGJ_01968	CDS	1290	hemL2	5.4.3.8		Glutamate-1-semialdehyde 2,1-aminomutase 2
EHKPOLGJ_01969	gene	456	bcp			
EHKPOLGJ_01969	CDS	456	bcp	1.11.1.15	COG1225	Putative peroxiredoxin bcp
EHKPOLGJ_01970	gene	960	ghrB_2			
EHKPOLGJ_01970	CDS	960	ghrB_2	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
EHKPOLGJ_01971	gene	447	perR			
EHKPOLGJ_01971	CDS	447	perR		COG0735	Peroxide-responsive repressor PerR
EHKPOLGJ_01972	gene	987	plc			
EHKPOLGJ_01972	CDS	987	plc	4.6.1.13		1-phosphatidylinositol phosphodiesterase
EHKPOLGJ_01973	gene	771				
EHKPOLGJ_01973	CDS	771				putative lipoprotein
EHKPOLGJ_01974	gene	768				
EHKPOLGJ_01974	CDS	768				putative lipoprotein
EHKPOLGJ_01975	gene	2238	rhaS_2			
EHKPOLGJ_01975	CDS	2238	rhaS_2			HTH-type transcriptional activator RhaS
EHKPOLGJ_01976	gene	1179	scmP_3			
EHKPOLGJ_01976	CDS	1179	scmP_3	3.5.1.-	COG1473	N-acetylcysteine deacetylase
EHKPOLGJ_01977	gene	1389	norB_3			
EHKPOLGJ_01977	CDS	1389	norB_3			Quinolone resistance protein NorB
EHKPOLGJ_01978	gene	1668				
EHKPOLGJ_01978	CDS	1668				hypothetical protein
EHKPOLGJ_01979	gene	1776				
EHKPOLGJ_01979	CDS	1776		4.2.1.53	COG4716	Oleate hydratase
EHKPOLGJ_01980	gene	474				
EHKPOLGJ_01980	CDS	474				hypothetical protein
EHKPOLGJ_01981	gene	1593	lctP_2			
EHKPOLGJ_01981	CDS	1593	lctP_2		COG1620	L-lactate permease
EHKPOLGJ_01982	gene	1599	spa			
EHKPOLGJ_01982	CDS	1599	spa			Immunoglobulin G-binding protein A
EHKPOLGJ_01983	gene	753	sarS			
EHKPOLGJ_01983	CDS	753	sarS			HTH-type transcriptional regulator SarS
EHKPOLGJ_01984	gene	999	yfhA			
EHKPOLGJ_01984	CDS	999	yfhA		COG0609	putative siderophore transport system permease protein YfhA
EHKPOLGJ_01985	gene	996	yfiZ_2			
EHKPOLGJ_01985	CDS	996	yfiZ_2		COG0609	putative siderophore transport system permease protein YfiZ
EHKPOLGJ_01986	gene	993	yfiY			
EHKPOLGJ_01986	CDS	993	yfiY		COG0614	putative siderophore-binding lipoprotein YfiY
EHKPOLGJ_01987	gene	981	sbnA			
EHKPOLGJ_01987	CDS	981	sbnA	2.5.1.140		N-(2-amino-2-carboxyethyl)-L-glutamate synthase
EHKPOLGJ_01988	gene	1011	sbnB			
EHKPOLGJ_01988	CDS	1011	sbnB	1.5.1.51	COG2423	N-((2S)-2-amino-2-carboxyethyl)-L-glutamate dehydrogenase
EHKPOLGJ_01989	gene	1755	sbnC			
EHKPOLGJ_01989	CDS	1755	sbnC	6.3.2.56	COG4264	Staphyloferrin B synthase
EHKPOLGJ_01990	gene	1173	sbnD			
EHKPOLGJ_01990	CDS	1173	sbnD			Staphyloferrin B transporter
EHKPOLGJ_01991	gene	1737	sbnE			
EHKPOLGJ_01991	CDS	1737	sbnE	6.3.2.54	COG4264	L-2,3-diaminopropanoate--citrate ligase
EHKPOLGJ_01992	gene	1779	sbnF			
EHKPOLGJ_01992	CDS	1779	sbnF	6.3.2.55	COG4264	2-[(L-alanin-3-ylcarbamoyl)methyl]-3-(2-aminoethylcarbamoyl)-2-hydroxypropanoate synthase
EHKPOLGJ_01993	gene	780	garL			
EHKPOLGJ_01993	CDS	780	garL	4.1.2.20	COG3836	5-keto-4-deoxy-D-glucarate aldolase
EHKPOLGJ_01994	gene	1203	sbnH			
EHKPOLGJ_01994	CDS	1203	sbnH	4.1.1.117	COG0019	2-[(L-alanin-3-ylcarbamoyl)methyl]-2-hydroxybutanedioate decarboxylase
EHKPOLGJ_01995	gene	765	sbnI			
EHKPOLGJ_01995	CDS	765	sbnI	2.7.1.225	COG1475	L-serine kinase SbnI
EHKPOLGJ_01996	gene	408				
EHKPOLGJ_01996	CDS	408				hypothetical protein
EHKPOLGJ_01997	gene	627				
EHKPOLGJ_01997	CDS	627				hypothetical protein
EHKPOLGJ_01998	gene	777	butA			
EHKPOLGJ_01998	CDS	777	butA	1.1.1.304		Diacetyl reductase [(S)-acetoin forming]
EHKPOLGJ_01999	gene	978	wbgU			
EHKPOLGJ_01999	CDS	978	wbgU	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
EHKPOLGJ_02000	gene	693				
EHKPOLGJ_02000	CDS	693				hypothetical protein
EHKPOLGJ_02001	gene	1167	wbnH			
EHKPOLGJ_02001	CDS	1167	wbnH	2.4.1.306		O-antigen biosynthesis glycosyltransferase WbnH
EHKPOLGJ_02002	gene	1239				
EHKPOLGJ_02002	CDS	1239				hypothetical protein
EHKPOLGJ_02003	gene	1431				
EHKPOLGJ_02003	CDS	1431				hypothetical protein
EHKPOLGJ_02004	gene	600	sodM			
EHKPOLGJ_02004	CDS	600	sodM	1.15.1.1		Superoxide dismutase [Mn/Fe] 2
EHKPOLGJ_02005	gene	741				
EHKPOLGJ_02005	CDS	741				hypothetical protein
EHKPOLGJ_02006	gene	708	deoD			
EHKPOLGJ_02006	CDS	708	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
EHKPOLGJ_02007	gene	1359	tet(38)			
EHKPOLGJ_02007	CDS	1359	tet(38)			tetracycline efflux MFS transporter Tet(38)
EHKPOLGJ_02008	gene	879	ywqG			
EHKPOLGJ_02008	CDS	879	ywqG		COG3878	putative protein YwqG
EHKPOLGJ_02009	gene	114				
EHKPOLGJ_02009	CDS	114				hypothetical protein
EHKPOLGJ_02010	gene	381	gcvH			
EHKPOLGJ_02010	CDS	381	gcvH			Glycine cleavage system H protein
EHKPOLGJ_02011	gene	357	mgsR			
EHKPOLGJ_02011	CDS	357	mgsR		COG1393	Regulatory protein MgsR
EHKPOLGJ_02012	gene	321	ydbP			
EHKPOLGJ_02012	CDS	321	ydbP		COG0526	Thioredoxin-like protein YdbP
EHKPOLGJ_02013	gene	540				
EHKPOLGJ_02013	CDS	540				hypothetical protein
EHKPOLGJ_02014	gene	717	aroD			
EHKPOLGJ_02014	CDS	717	aroD	4.2.1.10		3-dehydroquinate dehydratase
EHKPOLGJ_02015	gene	423				
EHKPOLGJ_02015	CDS	423				Organic hydroperoxide resistance protein-like protein
EHKPOLGJ_02016	gene	495				
EHKPOLGJ_02016	CDS	495				hypothetical protein
EHKPOLGJ_02017	gene	618	argO			
EHKPOLGJ_02017	CDS	618	argO		COG1279	Arginine exporter protein ArgO
EHKPOLGJ_02018	gene	582	pspB			
EHKPOLGJ_02018	CDS	582	pspB	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
EHKPOLGJ_02019	gene	237				
EHKPOLGJ_02019	CDS	237				hypothetical protein
EHKPOLGJ_02020	gene	204				
EHKPOLGJ_02020	CDS	204				hypothetical protein
EHKPOLGJ_02021	gene	261				
EHKPOLGJ_02021	CDS	261				hypothetical protein
EHKPOLGJ_02022	gene	189				
EHKPOLGJ_02022	CDS	189				hypothetical protein
EHKPOLGJ_02023	gene	570				
EHKPOLGJ_02023	CDS	570				hypothetical protein
EHKPOLGJ_02024	gene	285				
EHKPOLGJ_02024	CDS	285				hypothetical protein
EHKPOLGJ_02025	gene	219				
EHKPOLGJ_02025	CDS	219				hypothetical protein
EHKPOLGJ_02026	gene	201	cspA_2			
EHKPOLGJ_02026	CDS	201	cspA_2		COG1278	Cold shock protein CspA
EHKPOLGJ_02027	gene	687	nuc			
EHKPOLGJ_02027	CDS	687	nuc	3.1.31.1	COG1525	Thermonuclease
EHKPOLGJ_02028	gene	522				
EHKPOLGJ_02028	CDS	522				hypothetical protein
EHKPOLGJ_02029	gene	1023	ssp			
EHKPOLGJ_02029	CDS	1023	ssp			Extracellular matrix protein-binding protein emp
EHKPOLGJ_02030	gene	1509				
EHKPOLGJ_02030	CDS	1509				hypothetical protein
EHKPOLGJ_02031	gene	2814	clfA			
EHKPOLGJ_02031	CDS	2814	clfA			Clumping factor A
EHKPOLGJ_02032	gene	531				
EHKPOLGJ_02032	CDS	531				hypothetical protein
EHKPOLGJ_02033	gene	522				
EHKPOLGJ_02033	CDS	522				hypothetical protein
EHKPOLGJ_02034	gene	729				
EHKPOLGJ_02034	CDS	729				hypothetical protein
EHKPOLGJ_02035	gene	359	ssrA			
EHKPOLGJ_02035	tmRNA	359	ssrA			transfer-messenger RNA, SsrA
EHKPOLGJ_02036	gene	465	smpB			
EHKPOLGJ_02036	CDS	465	smpB		COG0691	SsrA-binding protein
EHKPOLGJ_02037	gene	2373	rnr			
EHKPOLGJ_02037	CDS	2373	rnr	3.1.13.1	COG0557	Ribonuclease R
EHKPOLGJ_02038	gene	741	est_2			
EHKPOLGJ_02038	CDS	741	est_2	3.1.1.1		Carboxylesterase
EHKPOLGJ_02039	gene	234	secG			
EHKPOLGJ_02039	CDS	234	secG		COG1314	putative protein-export membrane protein SecG
EHKPOLGJ_02040	gene	459				
EHKPOLGJ_02040	CDS	459				hypothetical protein
EHKPOLGJ_02041	gene	1305	eno			
EHKPOLGJ_02041	CDS	1305	eno	4.2.1.11		Enolase
EHKPOLGJ_02042	gene	1518	gpmI			
EHKPOLGJ_02042	CDS	1518	gpmI	5.4.2.12		2,3-bisphosphoglycerate-independent phosphoglycerate mutase
EHKPOLGJ_02043	gene	762	tpiA			
EHKPOLGJ_02043	CDS	762	tpiA	5.3.1.1		Triosephosphate isomerase
EHKPOLGJ_02044	gene	1191	pgk			
EHKPOLGJ_02044	CDS	1191	pgk	2.7.2.3		Phosphoglycerate kinase
EHKPOLGJ_02045	gene	1011	gapA1			
EHKPOLGJ_02045	CDS	1011	gapA1	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase 1
EHKPOLGJ_02046	gene	1014	cggR			
EHKPOLGJ_02046	CDS	1014	cggR		COG2390	Central glycolytic genes regulator
EHKPOLGJ_02047	gene	630				
EHKPOLGJ_02047	CDS	630				hypothetical protein
EHKPOLGJ_02048	gene	870				
EHKPOLGJ_02048	CDS	870				Epimerase family protein
EHKPOLGJ_02049	gene	1635	mleS			
EHKPOLGJ_02049	CDS	1635	mleS	4.1.1.101	COG0281	Malolactic enzyme
EHKPOLGJ_02050	gene	588	clpP_2			
EHKPOLGJ_02050	CDS	588	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
EHKPOLGJ_02051	gene	73				
EHKPOLGJ_02051	tRNA	73				tRNA-Arg(ccg)
EHKPOLGJ_02052	gene	945	whiA			
EHKPOLGJ_02052	CDS	945	whiA		COG1481	putative cell division protein WhiA
EHKPOLGJ_02053	gene	996				
EHKPOLGJ_02053	CDS	996			COG0391	Gluconeogenesis factor
EHKPOLGJ_02054	gene	912				
EHKPOLGJ_02054	CDS	912				Nucleotide-binding protein
EHKPOLGJ_02055	gene	231				
EHKPOLGJ_02055	CDS	231				hypothetical protein
EHKPOLGJ_02056	gene	321				
EHKPOLGJ_02056	CDS	321				hypothetical protein
EHKPOLGJ_02057	gene	588				
EHKPOLGJ_02057	CDS	588				hypothetical protein
EHKPOLGJ_02058	gene	1056				
EHKPOLGJ_02058	CDS	1056				hypothetical protein
EHKPOLGJ_02059	gene	702	isaA			
EHKPOLGJ_02059	CDS	702	isaA	3.2.-.-		putative transglycosylase IsaA
EHKPOLGJ_02060	gene	489				
EHKPOLGJ_02060	CDS	489				hypothetical protein
EHKPOLGJ_02061	gene	1812	oatA_2			
EHKPOLGJ_02061	CDS	1812	oatA_2	2.3.1.-		O-acetyltransferase OatA
EHKPOLGJ_02062	gene	768	ssaA			
EHKPOLGJ_02062	CDS	768	ssaA		COG3942	Staphylococcal secretory antigen SsaA
EHKPOLGJ_02063	gene	498				
EHKPOLGJ_02063	CDS	498				hypothetical protein
EHKPOLGJ_02064	gene	1494	crtP			
EHKPOLGJ_02064	CDS	1494	crtP	1.14.99.-	COG1233	4,4'-diaponeurosporene oxygenase
EHKPOLGJ_02065	gene	1128	crtQ			
EHKPOLGJ_02065	CDS	1128	crtQ	2.4.1.-		4,4'-diaponeurosporenoate glycosyltransferase
EHKPOLGJ_02066	gene	864	crtM			
EHKPOLGJ_02066	CDS	864	crtM	2.5.1.96		4,4'-diapophytoene synthase
EHKPOLGJ_02067	gene	1509	crtN			
EHKPOLGJ_02067	CDS	1509	crtN	1.3.8.-		4,4'-diapophytoene desaturase (4,4'-diaponeurosporene-forming)
EHKPOLGJ_02068	gene	1155	bacF			
EHKPOLGJ_02068	CDS	1155	bacF	2.6.1.-	COG0436	Transaminase BacF
EHKPOLGJ_02069	gene	1029	ldhD_1			
EHKPOLGJ_02069	CDS	1029	ldhD_1	1.1.1.28		D-lactate dehydrogenase
EHKPOLGJ_02070	gene	207	copZ			
EHKPOLGJ_02070	CDS	207	copZ			Copper chaperone CopZ
EHKPOLGJ_02071	gene	2409	copA			
EHKPOLGJ_02071	CDS	2409	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
EHKPOLGJ_02072	gene	192				
EHKPOLGJ_02072	CDS	192				hypothetical protein
EHKPOLGJ_02073	gene	600				
EHKPOLGJ_02073	CDS	600		2.3.1.-		Putative acetyltransferase
EHKPOLGJ_02074	gene	1545	rocA			
EHKPOLGJ_02074	CDS	1545	rocA	1.2.1.88		1-pyrroline-5-carboxylate dehydrogenase
EHKPOLGJ_02075	gene	549				
EHKPOLGJ_02075	CDS	549				hypothetical protein
EHKPOLGJ_02076	gene	1044	ydfJ			
EHKPOLGJ_02076	CDS	1044	ydfJ		COG2409	Membrane protein YdfJ
EHKPOLGJ_02077	gene	1353				
EHKPOLGJ_02077	CDS	1353				hypothetical protein
EHKPOLGJ_02078	gene	228				
EHKPOLGJ_02078	CDS	228				hypothetical protein
EHKPOLGJ_02079	gene	1995	feoB			
EHKPOLGJ_02079	CDS	1995	feoB		COG0370	Fe(2+) transporter FeoB
EHKPOLGJ_02080	gene	171				
EHKPOLGJ_02080	CDS	171				hypothetical protein
EHKPOLGJ_02081	gene	2118	clpL			
EHKPOLGJ_02081	CDS	2118	clpL		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpL
EHKPOLGJ_02082	gene	522	ogt			
EHKPOLGJ_02082	CDS	522	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
EHKPOLGJ_02083	gene	1167	mvaS			
EHKPOLGJ_02083	CDS	1167	mvaS	2.3.3.10	COG3425	Hydroxymethylglutaryl-CoA synthase
EHKPOLGJ_02084	gene	1278	mvaA			
EHKPOLGJ_02084	CDS	1278	mvaA	1.1.1.88		3-hydroxy-3-methylglutaryl-coenzyme A reductase
EHKPOLGJ_02085	gene	432				
EHKPOLGJ_02085	CDS	432				hypothetical protein
EHKPOLGJ_02086	gene	219				
EHKPOLGJ_02086	CDS	219				hypothetical protein
EHKPOLGJ_02087	gene	864	cynR			
EHKPOLGJ_02087	CDS	864	cynR			HTH-type transcriptional regulator CynR
EHKPOLGJ_02088	gene	396	cidA			
EHKPOLGJ_02088	CDS	396	cidA		COG1380	Holin-like protein CidA
EHKPOLGJ_02089	gene	690	cidB			
EHKPOLGJ_02089	CDS	690	cidB		COG1346	Holin-like protein CidB
EHKPOLGJ_02090	gene	1740	ydaP			
EHKPOLGJ_02090	CDS	1740	ydaP		COG0028	Putative thiamine pyrophosphate-containing protein YdaP
EHKPOLGJ_02091	gene	2100	glcB			
EHKPOLGJ_02091	CDS	2100	glcB			PTS system glucoside-specific EIICBA component
EHKPOLGJ_02092	gene	393				
EHKPOLGJ_02092	CDS	393				hypothetical protein
EHKPOLGJ_02093	gene	390				
EHKPOLGJ_02093	CDS	390				hypothetical protein
EHKPOLGJ_02094	gene	375				
EHKPOLGJ_02094	CDS	375				hypothetical protein
EHKPOLGJ_02095	gene	474				
EHKPOLGJ_02095	CDS	474				hypothetical protein
EHKPOLGJ_02096	gene	414				
EHKPOLGJ_02096	CDS	414				hypothetical protein
EHKPOLGJ_02097	gene	1263				
EHKPOLGJ_02097	CDS	1263				hypothetical protein
EHKPOLGJ_02098	gene	291				
EHKPOLGJ_02098	CDS	291				hypothetical protein
EHKPOLGJ_02099	gene	1080				
EHKPOLGJ_02099	CDS	1080				hypothetical protein
EHKPOLGJ_02100	gene	4431	essC			
EHKPOLGJ_02100	CDS	4431	essC		COG1674	Type VII secretion system protein EssC
EHKPOLGJ_02101	gene	1335	essB			
EHKPOLGJ_02101	CDS	1335	essB		COG4499	Type VII secretion system protein EssB
EHKPOLGJ_02102	gene	243	esaB			
EHKPOLGJ_02102	CDS	243	esaB			Type VII secretion system accessory factor EsaB
EHKPOLGJ_02103	gene	459				
EHKPOLGJ_02103	CDS	459				hypothetical protein
EHKPOLGJ_02104	gene	3030	esaA			
